Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-255,1994,11.0,0,11,0,0.0,1.00,0.00,0.00,,9.4,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17-361,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-247,1993,10.1,0,8,2,25.0,0.79,0.20,0.00,0.00,17.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-117,2002,7.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-228,1996,5.6,0,8,2,25.0,1.44,0.36,0.00,0.00,17.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Abel Ruiz,ESP,FW,Girona,La Liga,24-282,2000,7.3,2,11,4,36.4,1.51,0.55,0.09,0.25,13.4,0,1,1,2.1,1.3,0.11,-0.1,-0.3
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-216,1996,4.7,1,11,4,36.4,2.34,0.85,0.09,0.25,16.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-169,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-199,2002,6.0,2,22,5,22.7,3.68,0.84,0.09,0.40,15.0,0,0,0,1.8,1.8,0.08,+0.2,+0.2
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-354,1997,7.0,1,6,3,50.0,0.86,0.43,0.17,0.33,17.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-093,1992,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
José Sá,POR,GK,Wolves,Premier League,31-293,1993,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-314,1999,3.8,2,10,4,40.0,2.62,1.05,0.20,0.50,17.5,0,0,0,0.9,0.9,0.09,+1.1,+1.1
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-245,1993,4.2,0,3,0,0.0,0.72,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26-317,1997,2.5,0,5,2,40.0,1.99,0.80,0.00,0.00,15.6,0,0,0,1.0,1.0,0.19,-1.0,-1.0
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-297,1993,5.8,0,4,0,0.0,0.69,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-233,1994,5.6,0,7,3,42.9,1.24,0.53,0.00,0.00,18.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-188,1995,9.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-277,1997,2.3,0,4,0,0.0,1.74,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-131,1999,1.2,0,1,1,100.0,0.82,0.82,0.00,0.00,28.8,0,0,0,0.0,0.0,0.01,0.0,0.0
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-131,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-354,1996,5.8,1,1,1,100.0,0.17,0.17,1.00,1.00,9.5,0,0,0,0.4,0.4,0.39,+0.6,+0.6
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-254,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-205,1999,8.7,1,7,2,28.6,0.80,0.23,0.14,0.50,11.6,0,0,0,0.5,0.5,0.07,+0.5,+0.5
Richie Sagrado,BEL,DF,Venezia,Serie A,20-280,2004,1.3,0,1,0,0.0,0.78,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23-147,2001,7.1,0,9,2,22.2,1.26,0.28,0.00,0.00,16.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-200,1995,3.9,1,8,3,37.5,2.06,0.77,0.13,0.33,12.6,0,0,0,1.9,1.9,0.24,-0.9,-0.9
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-061,2001,8.2,3,29,12,41.4,3.53,1.46,0.10,0.25,15.7,0,0,0,2.4,2.4,0.08,+0.6,+0.6
Marco Sala,ITA,DF,Como,Serie A,25-154,1999,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-067,2001,2.7,1,9,3,33.3,3.38,1.13,0.11,0.33,20.3,0,0,0,0.3,0.3,0.03,+0.7,+0.7
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-143,1992,9.7,7,28,17,60.7,2.89,1.75,0.18,0.29,15.6,0,2,2,5.7,4.2,0.15,+1.3,+0.8
Amine Salama,FRA,FW,Reims,Ligue 1,24-110,2000,2.1,0,4,2,50.0,1.94,0.97,0.00,0.00,19.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Kike Salas,ESP,DF,Sevilla,La Liga,22-196,2002,3.2,0,2,0,0.0,0.62,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-054,1996,6.1,0,6,1,16.7,0.98,0.16,0.00,0.00,19.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
William Saliba,FRA,DF,Arsenal,Premier League,23-226,2001,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-202,1999,4.1,0,4,1,25.0,0.98,0.24,0.00,0.00,9.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-167,1997,0.5,0,3,1,33.3,5.87,1.96,0.00,0.00,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-350,1992,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-255,2002,3.7,2,16,5,31.3,4.30,1.34,0.13,0.40,19.6,2,0,0,1.2,1.2,0.07,+0.8,+0.8
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28-299,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28-365,1995,0.4,0,1,0,0.0,2.73,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28-365,1995,3.7,2,10,2,20.0,2.69,0.54,0.20,1.00,15.7,0,0,0,1.0,1.0,0.10,+1.0,+1.0
Brice Samba,FRA,GK,Lens,Ligue 1,30-194,1994,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25-014,1999,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0
Junior Sambia,FRA,MF,Empoli,Serie A,28-059,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-190,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Sanabria,PAR,FW,Torino,Serie A,28-246,1996,5.8,2,8,2,25.0,1.39,0.35,0.25,1.00,15.3,0,0,1,2.1,1.3,0.16,-0.1,+0.7
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-194,2000,7.3,4,14,5,35.7,1.91,0.68,0.21,0.60,16.8,0,1,1,4.2,3.4,0.24,-0.2,-0.4
Antonio Sánchez,ESP,"DF,MF",Mallorca,La Liga,27-309,1997,5.5,0,5,1,20.0,0.91,0.18,0.00,0.00,18.3,0,0,0,0.5,0.5,0.10,-0.5,-0.5
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-043,1992,4.5,1,5,2,40.0,1.11,0.44,0.20,0.50,22.7,1,0,0,0.3,0.3,0.06,+0.7,+0.7
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-236,1997,5.5,0,3,1,33.3,0.55,0.18,0.00,0.00,13.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-082,2003,5.1,1,4,1,25.0,0.78,0.20,0.25,1.00,12.4,0,0,0,0.9,0.9,0.21,+0.1,+0.1
Manu Sánchez,ESP,DF,Alavés,La Liga,24-073,2000,9.5,0,2,0,0.0,0.21,0.00,0.00,,16.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-353,1997,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-225,2000,3.4,0,1,0,0.0,0.30,0.00,0.00,,15.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-258,1998,3.7,0,5,2,40.0,1.35,0.54,0.00,0.00,16.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-299,1996,1.2,1,5,3,60.0,4.13,2.48,0.20,0.33,17.2,0,0,0,0.5,0.5,0.10,+0.5,+0.5
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-207,2002,5.8,1,3,2,66.7,0.52,0.35,0.33,0.50,10.3,0,0,0,0.2,0.2,0.07,+0.8,+0.8
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-339,1997,2.4,0,1,1,100.0,0.42,0.42,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-252,2006,5.5,0,3,0,0.0,0.54,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-311,2000,8.8,0,4,0,0.0,0.45,0.00,0.00,,19.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,33-056,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-241,1995,4.3,0,4,1,25.0,0.92,0.23,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jesús Santiago,ESP,MF,Getafe,La Liga,20-164,2004,1.9,0,1,0,0.0,0.54,0.00,0.00,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-186,2004,8.7,5,16,7,43.8,1.83,0.80,0.31,0.71,12.1,0,0,0,3.0,3.0,0.19,+2.0,+2.0
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-208,2003,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tiago Santos,POR,DF,Lille,Ligue 1,22-105,2002,4.5,0,8,4,50.0,1.78,0.89,0.00,0.00,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32-178,1992,1.5,0,3,3,100.0,1.99,1.99,0.00,0.00,23.0,0,0,0,0.5,0.5,0.15,-0.5,-0.5
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-142,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-239,2001,1.8,1,2,1,50.0,1.13,0.57,0.50,1.00,19.7,0,0,0,0.1,0.1,0.07,+0.9,+0.9
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,26-254,1998,4.4,0,11,6,54.5,2.51,1.37,0.00,0.00,13.1,0,0,0,1.1,1.1,0.10,-1.1,-1.1
Malang Sarr,FRA,DF,Lens,Ligue 1,25-287,1999,1.5,0,1,0,0.0,0.66,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-068,2005,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-259,2001,0.5,0,3,0,0.0,6.59,0.00,0.00,,8.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-319,1991,8.4,1,16,4,25.0,1.90,0.47,0.00,0.00,28.6,5,1,1,1.3,0.5,0.03,-0.3,-0.5
Sávio,BRA,"FW,MF",Manchester City,Premier League,20-209,2004,5.0,0,13,4,30.8,2.58,0.79,0.00,0.00,20.4,1,0,0,1.1,1.1,0.09,-1.1,-1.1
Nicolò Savona,ITA,DF,Juventus,Serie A,21-231,2003,6.5,2,5,4,80.0,0.77,0.62,0.40,0.50,12.3,0,0,0,0.4,0.4,0.09,+1.6,+1.6
Saba Sazonov,GEO,DF,Torino,Serie A,22-278,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Joe Scally,USA,DF,Gladbach,Bundesliga,21-310,2002,8.8,0,2,0,0.0,0.23,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-344,2001,5.3,0,8,4,50.0,1.50,0.75,0.00,0.00,11.7,0,0,0,1.2,1.2,0.15,-1.2,-1.2
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-206,1999,4.7,0,3,0,0.0,0.63,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-321,1991,7.3,1,10,1,10.0,1.37,0.14,0.10,1.00,18.0,2,0,0,0.8,0.8,0.08,+0.2,+0.2
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-286,1996,1.6,0,5,1,20.0,3.12,0.62,0.00,0.00,10.2,0,0,0,1.3,1.3,0.26,-1.3,-1.3
Stefan Schimmer,GER,"FW,DF",Heidenheim,Bundesliga,30-191,1994,0.5,0,3,0,0.0,5.51,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-085,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-191,1997,7.4,2,8,2,25.0,1.08,0.27,0.25,1.00,10.3,0,0,0,0.5,0.5,0.07,+1.5,+1.5
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-340,1999,7.8,0,5,2,40.0,0.64,0.26,0.00,0.00,16.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-318,1992,0.6,0,2,1,50.0,3.53,1.76,0.00,0.00,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-283,2000,8.8,1,10,3,30.0,1.14,0.34,0.10,0.33,20.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-249,1998,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-146,1999,8.2,2,13,5,38.5,1.58,0.61,0.15,0.40,13.6,0,0,0,1.3,1.3,0.10,+0.7,+0.7
Marvin Schulz,GER,"MF,FW",Holstein Kiel,Bundesliga,29-295,1995,1.4,0,1,1,100.0,0.74,0.74,0.00,0.00,37.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-053,1998,5.7,2,23,11,47.8,4.06,1.94,0.09,0.18,20.4,0,0,0,1.4,1.4,0.06,+0.6,+0.6
Alex Scott,ENG,MF,Bournemouth,Premier League,21-076,2003,2.9,0,3,1,33.3,1.03,0.34,0.00,0.00,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-158,1996,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-205,2003,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-328,1991,4.5,0,1,0,0.0,0.22,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-154,2000,7.7,0,3,0,0.0,0.39,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-185,2001,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-253,1992,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nélson Semedo,POR,DF,Wolves,Premier League,30-355,1993,7.7,0,5,3,60.0,0.65,0.39,0.00,0.00,22.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-303,2000,9.7,4,42,10,23.8,4.31,1.03,0.10,0.40,17.8,0,0,0,3.5,3.5,0.08,+0.5,+0.5
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-282,2001,1.7,0,1,0,0.0,0.60,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-179,1997,7.8,0,1,0,0.0,0.13,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-208,1997,3.0,0,3,0,0.0,1.02,0.00,0.00,,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Sergi,ESP,DF,Leganés,La Liga,32-199,1992,11.5,1,5,2,40.0,0.44,0.17,0.20,0.50,8.9,0,0,0,0.8,0.8,0.17,+0.2,+0.2
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21-245,2003,0.2,0,1,0,0.0,5.00,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-158,2003,7.1,3,17,8,47.1,2.38,1.12,0.18,0.38,16.8,0,0,0,2.4,2.4,0.14,+0.6,+0.6
Stephan El Shaarawy,ITA,DF,Roma,Serie A,32-009,1992,3.2,0,7,2,28.6,2.17,0.62,0.00,0.00,19.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-129,1995,0.6,1,3,3,100.0,5.29,5.29,0.33,0.33,8.9,0,0,0,0.6,0.6,0.19,+0.4,+0.4
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-099,1992,7.1,0,2,0,0.0,0.28,0.00,0.00,,7.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-262,2003,4.1,2,16,6,37.5,3.89,1.46,0.13,0.33,16.3,0,0,0,1.4,1.4,0.08,+0.6,+0.6
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-028,1995,9.1,0,5,0,0.0,0.55,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-241,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kiliann Sildillia,FRA,"DF,FW",Freiburg,Bundesliga,22-173,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28-365,1995,0.5,0,2,1,50.0,4.19,2.09,0.00,0.00,16.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-087,1994,9.1,0,16,5,31.3,1.76,0.55,0.00,0.00,12.5,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-097,1997,6.0,0,2,1,50.0,0.34,0.17,0.00,0.00,17.2,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-109,2002,6.3,2,17,9,52.9,2.69,1.43,0.12,0.22,13.7,0,0,0,2.0,2.0,0.12,0.0,0.0
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-096,1999,2.1,0,4,2,50.0,1.93,0.96,0.00,0.00,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Eric da Silva Moreira,GER,DF,Nott'ham Forest,Premier League,18-186,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rui Silva,POR,GK,Betis,La Liga,30-272,1994,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-141,2001,2.6,0,6,3,50.0,2.31,1.15,0.00,0.00,16.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-186,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-123,1995,2.2,1,6,1,16.7,2.73,0.45,0.17,1.00,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-323,2002,2.6,1,1,1,100.0,0.39,0.39,1.00,1.00,8.8,0,0,0,0.2,0.2,0.24,+0.8,+0.8
Moses Simon,NGA,FW,Nantes,Ligue 1,29-116,1995,8.4,2,15,5,33.3,1.79,0.60,0.07,0.20,20.5,1,1,1,1.9,1.1,0.07,+0.1,-0.1
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-198,2003,6.8,2,12,5,41.7,1.76,0.73,0.17,0.40,16.3,0,0,0,1.1,1.1,0.09,+0.9,+0.9
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27-214,1997,1.1,0,4,2,50.0,3.71,1.86,0.00,0.00,20.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-333,1999,7.4,1,18,4,22.2,2.43,0.54,0.00,0.00,18.0,0,1,1,2.1,1.3,0.07,-1.1,-1.3
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-316,2000,7.1,0,4,0,0.0,0.57,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-141,1999,2.3,1,12,6,50.0,5.19,2.60,0.08,0.17,15.7,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-124,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-059,1995,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-344,1995,6.5,3,16,3,18.8,2.47,0.46,0.13,0.67,12.9,0,1,1,3.4,2.6,0.16,-0.4,-0.6
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,27-009,1997,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,22.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Niama Sissoko,MLI,FW,Reims,Ligue 1,18-325,2005,0.2,0,2,0,0.0,10.00,0.00,0.00,,9.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Antonio Sivera,ESP,GK,Alavés,La Liga,28-086,1996,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-059,1996,2.7,0,5,1,20.0,1.87,0.37,0.00,0.00,20.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-179,1995,6.5,0,3,0,0.0,0.46,0.00,0.00,,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-050,2000,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,23.0,0,0,0,0.0,0.0,0.05,0.0,0.0
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-343,1999,5.9,1,4,2,50.0,0.68,0.34,0.25,0.50,7.1,0,0,0,0.6,0.6,0.14,+0.4,+0.4
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-184,1991,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Skov,DEN,"MF,FW",Union Berlin,Bundesliga,28-169,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-268,1995,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,Bundesliga,31-353,1992,3.1,0,4,3,75.0,1.31,0.98,0.00,0.00,23.3,0,0,0,0.6,0.6,0.16,-0.6,-0.6
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-182,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
William Smallbone,IRL,MF,Southampton,Premier League,24-258,2000,2.7,0,4,0,0.0,1.49,0.00,0.00,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3
